Price_USD_per_MWh,Quantity_MW,Hour,Day,Point,maxSOC_MWh,Hybrid_Name
999.9,1e-10,20,7,1,240.0,HYB_DA_RT_C2
1000.0,1e-10,20.0,7,2,240.0,HYB_DA_RT_C2
999.9,1e-10,21,7,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,21,7,2,240.0,HYB_DA_RT_C2
999.9,1e-10,22,7,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,22,7,2,240.0,HYB_DA_RT_C2
999.9,1e-10,23,7,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,23,7,2,240.0,HYB_DA_RT_C2
999.9,1e-10,0,8,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,0,8,2,240.0,HYB_DA_RT_C2
999.9,1e-10,1,8,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,1,8,2,240.0,HYB_DA_RT_C2
999.9,1e-10,2,8,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,2,8,2,240.0,HYB_DA_RT_C2
999.9,1e-10,3,8,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,3,8,2,240.0,HYB_DA_RT_C2
999.9,1e-10,4,8,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,4,8,2,240.0,HYB_DA_RT_C2
999.9,1e-10,5,8,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,5,8,2,240.0,HYB_DA_RT_C2
999.9,1e-10,6,8,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,6,8,2,240.0,HYB_DA_RT_C2
999.9,1e-10,7,8,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,7,8,2,240.0,HYB_DA_RT_C2
999.9,1e-10,8,8,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,8,8,2,240.0,HYB_DA_RT_C2
999.9,1e-10,9,8,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,9,8,2,240.0,HYB_DA_RT_C2
999.9,1e-10,10,8,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,10,8,2,240.0,HYB_DA_RT_C2
999.9,1e-10,11,8,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,11,8,2,240.0,HYB_DA_RT_C2
999.9,1e-10,12,8,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,12,8,2,240.0,HYB_DA_RT_C2
999.9,1e-10,13,8,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,13,8,2,240.0,HYB_DA_RT_C2
999.9,1e-10,14,8,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,14,8,2,240.0,HYB_DA_RT_C2
999.9,1e-10,15,8,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,15,8,2,240.0,HYB_DA_RT_C2
0.3712302653217674,-60.0,16.0,8,-1,240.0,HYB_DA_RT_C2
999.9,1e-10,16,8,1,240.0,HYB_DA_RT_C2
1000.0,1e-10,16.0,8,2,240.0,HYB_DA_RT_C2
0.4567148459640944,-47.463685,17.0,8,-1,240.0,HYB_DA_RT_C2
999.9,1e-10,17,8,1,240.0,HYB_DA_RT_C2
1000.0,1e-10,17.0,8,2,240.0,HYB_DA_RT_C2
999.9,1e-10,18,8,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,18,8,2,240.0,HYB_DA_RT_C2
999.9,1e-10,19,8,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,19,8,2,240.0,HYB_DA_RT_C2
0.9864739891268772,-47.549356708333335,20.0,8,-1,240.0,HYB_DA_RT_C2
999.9,1e-10,20,8,1,240.0,HYB_DA_RT_C2
1000.0,1e-10,20.0,8,2,240.0,HYB_DA_RT_C2
999.9,1e-10,21,8,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,21,8,2,240.0,HYB_DA_RT_C2
999.9,1e-10,22,8,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,22,8,2,240.0,HYB_DA_RT_C2
999.9,1e-10,23,8,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,23,8,2,240.0,HYB_DA_RT_C2
999.9,1e-10,0,9,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,0,9,2,240.0,HYB_DA_RT_C2
999.9,1e-10,1,9,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,1,9,2,240.0,HYB_DA_RT_C2
999.9,1e-10,2,9,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,2,9,2,240.0,HYB_DA_RT_C2
999.9,1e-10,3,9,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,3,9,2,240.0,HYB_DA_RT_C2
999.9,1e-10,4,9,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,4,9,2,240.0,HYB_DA_RT_C2
999.9,1e-10,5,9,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,5,9,2,240.0,HYB_DA_RT_C2
999.9,1e-10,6,9,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,6,9,2,240.0,HYB_DA_RT_C2
999.9,1e-10,7,9,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,7,9,2,240.0,HYB_DA_RT_C2
999.9,1e-10,8,9,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,8,9,2,240.0,HYB_DA_RT_C2
999.9,1e-10,9,9,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,9,9,2,240.0,HYB_DA_RT_C2
999.9,1e-10,10,9,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,10,9,2,240.0,HYB_DA_RT_C2
999.9,1e-10,11,9,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,11,9,2,240.0,HYB_DA_RT_C2
999.9,1e-10,12,9,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,12,9,2,240.0,HYB_DA_RT_C2
999.9,1e-10,13,9,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,13,9,2,240.0,HYB_DA_RT_C2
999.9,1e-10,14,9,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,14,9,2,240.0,HYB_DA_RT_C2
999.9,1e-10,15,9,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,15,9,2,240.0,HYB_DA_RT_C2
0.3712302653217674,-60.0,16.0,9,-1,240.0,HYB_DA_RT_C2
999.9,1e-10,16,9,1,240.0,HYB_DA_RT_C2
1000.0,1e-10,16.0,9,2,240.0,HYB_DA_RT_C2
0.4567148459640944,-47.463685,17.0,9,-1,240.0,HYB_DA_RT_C2
999.9,1e-10,17,9,1,240.0,HYB_DA_RT_C2
1000.0,1e-10,17.0,9,2,240.0,HYB_DA_RT_C2
999.9,1e-10,18,9,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,18,9,2,240.0,HYB_DA_RT_C2
999.9,1e-10,19,9,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,19,9,2,240.0,HYB_DA_RT_C2
0.9864739891268772,-47.549356708333335,20.0,9,-1,240.0,HYB_DA_RT_C2
999.9,1e-10,20,9,1,240.0,HYB_DA_RT_C2
1000.0,1e-10,20.0,9,2,240.0,HYB_DA_RT_C2
999.9,1e-10,21,9,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,21,9,2,240.0,HYB_DA_RT_C2
999.9,1e-10,22,9,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,22,9,2,240.0,HYB_DA_RT_C2
999.9,1e-10,23,9,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,23,9,2,240.0,HYB_DA_RT_C2
999.9,1e-10,0,10,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,0,10,2,240.0,HYB_DA_RT_C2
999.9,1e-10,1,10,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,1,10,2,240.0,HYB_DA_RT_C2
999.9,1e-10,2,10,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,2,10,2,240.0,HYB_DA_RT_C2
999.9,1e-10,3,10,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,3,10,2,240.0,HYB_DA_RT_C2
999.9,1e-10,4,10,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,4,10,2,240.0,HYB_DA_RT_C2
999.9,1e-10,5,10,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,5,10,2,240.0,HYB_DA_RT_C2
999.9,1e-10,6,10,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,6,10,2,240.0,HYB_DA_RT_C2
999.9,1e-10,7,10,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,7,10,2,240.0,HYB_DA_RT_C2
999.9,1e-10,8,10,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,8,10,2,240.0,HYB_DA_RT_C2
999.9,1e-10,9,10,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,9,10,2,240.0,HYB_DA_RT_C2
999.9,1e-10,10,10,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,10,10,2,240.0,HYB_DA_RT_C2
999.9,1e-10,11,10,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,11,10,2,240.0,HYB_DA_RT_C2
999.9,1e-10,12,10,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,12,10,2,240.0,HYB_DA_RT_C2
999.9,1e-10,13,10,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,13,10,2,240.0,HYB_DA_RT_C2
999.9,1e-10,14,10,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,14,10,2,240.0,HYB_DA_RT_C2
999.9,1e-10,15,10,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,15,10,2,240.0,HYB_DA_RT_C2
0.3712302653217674,-60.0,16.0,10,-1,240.0,HYB_DA_RT_C2
999.9,1e-10,16,10,1,240.0,HYB_DA_RT_C2
1000.0,1e-10,16.0,10,2,240.0,HYB_DA_RT_C2
0.4567148459640944,-47.463685,17.0,10,-1,240.0,HYB_DA_RT_C2
999.9,1e-10,17,10,1,240.0,HYB_DA_RT_C2
1000.0,1e-10,17.0,10,2,240.0,HYB_DA_RT_C2
999.9,1e-10,18,10,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,18,10,2,240.0,HYB_DA_RT_C2
999.9,1e-10,19,10,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,19,10,2,240.0,HYB_DA_RT_C2
0.9864739891268772,-47.549356708333335,20.0,10,-1,240.0,HYB_DA_RT_C2
999.9,1e-10,20,10,1,240.0,HYB_DA_RT_C2
1000.0,1e-10,20.0,10,2,240.0,HYB_DA_RT_C2
999.9,1e-10,21,10,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,21,10,2,240.0,HYB_DA_RT_C2
999.9,1e-10,22,10,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,22,10,2,240.0,HYB_DA_RT_C2
999.9,1e-10,23,10,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,23,10,2,240.0,HYB_DA_RT_C2
999.9,1e-10,0,11,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,0,11,2,240.0,HYB_DA_RT_C2
999.9,1e-10,1,11,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,1,11,2,240.0,HYB_DA_RT_C2
999.9,1e-10,2,11,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,2,11,2,240.0,HYB_DA_RT_C2
999.9,1e-10,3,11,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,3,11,2,240.0,HYB_DA_RT_C2
999.9,1e-10,4,11,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,4,11,2,240.0,HYB_DA_RT_C2
999.9,1e-10,5,11,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,5,11,2,240.0,HYB_DA_RT_C2
999.9,1e-10,6,11,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,6,11,2,240.0,HYB_DA_RT_C2
999.9,1e-10,7,11,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,7,11,2,240.0,HYB_DA_RT_C2
999.9,1e-10,8,11,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,8,11,2,240.0,HYB_DA_RT_C2
999.9,1e-10,9,11,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,9,11,2,240.0,HYB_DA_RT_C2
999.9,1e-10,10,11,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,10,11,2,240.0,HYB_DA_RT_C2
999.9,1e-10,11,11,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,11,11,2,240.0,HYB_DA_RT_C2
999.9,1e-10,12,11,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,12,11,2,240.0,HYB_DA_RT_C2
999.9,1e-10,13,11,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,13,11,2,240.0,HYB_DA_RT_C2
999.9,1e-10,14,11,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,14,11,2,240.0,HYB_DA_RT_C2
999.9,1e-10,15,11,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,15,11,2,240.0,HYB_DA_RT_C2
0.3712302653217674,-60.0,16.0,11,-1,240.0,HYB_DA_RT_C2
999.9,1e-10,16,11,1,240.0,HYB_DA_RT_C2
1000.0,1e-10,16.0,11,2,240.0,HYB_DA_RT_C2
0.4567148459640944,-47.463685,17.0,11,-1,240.0,HYB_DA_RT_C2
999.9,1e-10,17,11,1,240.0,HYB_DA_RT_C2
1000.0,1e-10,17.0,11,2,240.0,HYB_DA_RT_C2
999.9,1e-10,18,11,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,18,11,2,240.0,HYB_DA_RT_C2
999.9,1e-10,19,11,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,19,11,2,240.0,HYB_DA_RT_C2
0.9864739891268772,-47.549356708333335,20.0,11,-1,240.0,HYB_DA_RT_C2
999.9,1e-10,20,11,1,240.0,HYB_DA_RT_C2
1000.0,1e-10,20.0,11,2,240.0,HYB_DA_RT_C2
999.9,1e-10,21,11,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,21,11,2,240.0,HYB_DA_RT_C2
999.9,1e-10,22,11,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,22,11,2,240.0,HYB_DA_RT_C2
999.9,1e-10,23,11,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,23,11,2,240.0,HYB_DA_RT_C2
999.9,1e-10,0,12,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,0,12,2,240.0,HYB_DA_RT_C2
999.9,1e-10,1,12,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,1,12,2,240.0,HYB_DA_RT_C2
999.9,1e-10,2,12,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,2,12,2,240.0,HYB_DA_RT_C2
999.9,1e-10,3,12,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,3,12,2,240.0,HYB_DA_RT_C2
999.9,1e-10,4,12,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,4,12,2,240.0,HYB_DA_RT_C2
999.9,1e-10,5,12,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,5,12,2,240.0,HYB_DA_RT_C2
999.9,1e-10,6,12,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,6,12,2,240.0,HYB_DA_RT_C2
999.9,1e-10,7,12,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,7,12,2,240.0,HYB_DA_RT_C2
999.9,1e-10,8,12,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,8,12,2,240.0,HYB_DA_RT_C2
999.9,1e-10,9,12,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,9,12,2,240.0,HYB_DA_RT_C2
999.9,1e-10,10,12,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,10,12,2,240.0,HYB_DA_RT_C2
999.9,1e-10,11,12,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,11,12,2,240.0,HYB_DA_RT_C2
999.9,1e-10,12,12,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,12,12,2,240.0,HYB_DA_RT_C2
999.9,1e-10,13,12,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,13,12,2,240.0,HYB_DA_RT_C2
999.9,1e-10,14,12,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,14,12,2,240.0,HYB_DA_RT_C2
999.9,1e-10,15,12,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,15,12,2,240.0,HYB_DA_RT_C2
0.3712302653217674,-60.0,16.0,12,-1,240.0,HYB_DA_RT_C2
999.9,1e-10,16,12,1,240.0,HYB_DA_RT_C2
1000.0,1e-10,16.0,12,2,240.0,HYB_DA_RT_C2
0.4567148459640944,-47.463685,17.0,12,-1,240.0,HYB_DA_RT_C2
999.9,1e-10,17,12,1,240.0,HYB_DA_RT_C2
1000.0,1e-10,17.0,12,2,240.0,HYB_DA_RT_C2
999.9,1e-10,18,12,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,18,12,2,240.0,HYB_DA_RT_C2
999.9,1e-10,19,12,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,19,12,2,240.0,HYB_DA_RT_C2
0.9864739891268772,-47.549356708333335,20.0,12,-1,240.0,HYB_DA_RT_C2
999.9,1e-10,20,12,1,240.0,HYB_DA_RT_C2
1000.0,1e-10,20.0,12,2,240.0,HYB_DA_RT_C2
999.9,1e-10,21,12,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,21,12,2,240.0,HYB_DA_RT_C2
999.9,1e-10,22,12,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,22,12,2,240.0,HYB_DA_RT_C2
999.9,1e-10,23,12,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,23,12,2,240.0,HYB_DA_RT_C2
999.9,1e-10,0,13,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,0,13,2,240.0,HYB_DA_RT_C2
999.9,1e-10,1,13,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,1,13,2,240.0,HYB_DA_RT_C2
999.9,1e-10,2,13,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,2,13,2,240.0,HYB_DA_RT_C2
999.9,1e-10,3,13,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,3,13,2,240.0,HYB_DA_RT_C2
999.9,1e-10,4,13,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,4,13,2,240.0,HYB_DA_RT_C2
999.9,1e-10,5,13,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,5,13,2,240.0,HYB_DA_RT_C2
999.9,1e-10,6,13,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,6,13,2,240.0,HYB_DA_RT_C2
999.9,1e-10,7,13,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,7,13,2,240.0,HYB_DA_RT_C2
999.9,1e-10,8,13,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,8,13,2,240.0,HYB_DA_RT_C2
999.9,1e-10,9,13,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,9,13,2,240.0,HYB_DA_RT_C2
999.9,1e-10,10,13,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,10,13,2,240.0,HYB_DA_RT_C2
999.9,1e-10,11,13,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,11,13,2,240.0,HYB_DA_RT_C2
999.9,1e-10,12,13,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,12,13,2,240.0,HYB_DA_RT_C2
999.9,1e-10,13,13,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,13,13,2,240.0,HYB_DA_RT_C2
999.9,1e-10,14,13,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,14,13,2,240.0,HYB_DA_RT_C2
999.9,1e-10,15,13,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,15,13,2,240.0,HYB_DA_RT_C2
0.3712302653217674,-60.0,16.0,13,-1,240.0,HYB_DA_RT_C2
999.9,1e-10,16,13,1,240.0,HYB_DA_RT_C2
1000.0,1e-10,16.0,13,2,240.0,HYB_DA_RT_C2
0.4567148459640944,-47.463685,17.0,13,-1,240.0,HYB_DA_RT_C2
999.9,1e-10,17,13,1,240.0,HYB_DA_RT_C2
1000.0,1e-10,17.0,13,2,240.0,HYB_DA_RT_C2
999.9,1e-10,18,13,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,18,13,2,240.0,HYB_DA_RT_C2
999.9,1e-10,19,13,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,19,13,2,240.0,HYB_DA_RT_C2
0.9864739891268772,-47.549356708333335,20.0,13,-1,240.0,HYB_DA_RT_C2
999.9,1e-10,20,13,1,240.0,HYB_DA_RT_C2
1000.0,1e-10,20.0,13,2,240.0,HYB_DA_RT_C2
999.9,1e-10,21,13,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,21,13,2,240.0,HYB_DA_RT_C2
999.9,1e-10,22,13,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,22,13,2,240.0,HYB_DA_RT_C2
999.9,1e-10,23,13,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,23,13,2,240.0,HYB_DA_RT_C2
999.9,1e-10,0,14,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,0,14,2,240.0,HYB_DA_RT_C2
999.9,1e-10,1,14,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,1,14,2,240.0,HYB_DA_RT_C2
999.9,1e-10,2,14,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,2,14,2,240.0,HYB_DA_RT_C2
999.9,1e-10,3,14,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,3,14,2,240.0,HYB_DA_RT_C2
999.9,1e-10,4,14,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,4,14,2,240.0,HYB_DA_RT_C2
999.9,1e-10,5,14,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,5,14,2,240.0,HYB_DA_RT_C2
999.9,1e-10,6,14,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,6,14,2,240.0,HYB_DA_RT_C2
999.9,1e-10,7,14,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,7,14,2,240.0,HYB_DA_RT_C2
999.9,1e-10,8,14,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,8,14,2,240.0,HYB_DA_RT_C2
999.9,1e-10,9,14,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,9,14,2,240.0,HYB_DA_RT_C2
999.9,1e-10,10,14,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,10,14,2,240.0,HYB_DA_RT_C2
999.9,1e-10,11,14,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,11,14,2,240.0,HYB_DA_RT_C2
999.9,1e-10,12,14,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,12,14,2,240.0,HYB_DA_RT_C2
999.9,1e-10,13,14,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,13,14,2,240.0,HYB_DA_RT_C2
999.9,1e-10,14,14,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,14,14,2,240.0,HYB_DA_RT_C2
999.9,1e-10,15,14,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,15,14,2,240.0,HYB_DA_RT_C2
0.3712302653217674,-60.0,16.0,14,-1,240.0,HYB_DA_RT_C2
999.9,1e-10,16,14,1,240.0,HYB_DA_RT_C2
1000.0,1e-10,16.0,14,2,240.0,HYB_DA_RT_C2
0.4567148459640944,-47.463685,17.0,14,-1,240.0,HYB_DA_RT_C2
999.9,1e-10,17,14,1,240.0,HYB_DA_RT_C2
1000.0,1e-10,17.0,14,2,240.0,HYB_DA_RT_C2
999.9,1e-10,18,14,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,18,14,2,240.0,HYB_DA_RT_C2
999.9,1e-10,19,14,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,19,14,2,240.0,HYB_DA_RT_C2
0.9864739891268772,-47.549356708333335,20.0,14,-1,240.0,HYB_DA_RT_C2
999.9,1e-10,20,14,1,240.0,HYB_DA_RT_C2
1000.0,1e-10,20.0,14,2,240.0,HYB_DA_RT_C2
999.9,1e-10,21,14,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,21,14,2,240.0,HYB_DA_RT_C2
999.9,1e-10,22,14,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,22,14,2,240.0,HYB_DA_RT_C2
999.9,1e-10,23,14,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,23,14,2,240.0,HYB_DA_RT_C2
999.9,1e-10,0,15,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,0,15,2,240.0,HYB_DA_RT_C2
999.9,1e-10,1,15,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,1,15,2,240.0,HYB_DA_RT_C2
999.9,1e-10,2,15,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,2,15,2,240.0,HYB_DA_RT_C2
999.9,1e-10,3,15,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,3,15,2,240.0,HYB_DA_RT_C2
999.9,1e-10,4,15,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,4,15,2,240.0,HYB_DA_RT_C2
999.9,1e-10,5,15,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,5,15,2,240.0,HYB_DA_RT_C2
999.9,1e-10,6,15,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,6,15,2,240.0,HYB_DA_RT_C2
999.9,1e-10,7,15,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,7,15,2,240.0,HYB_DA_RT_C2
999.9,1e-10,8,15,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,8,15,2,240.0,HYB_DA_RT_C2
999.9,1e-10,9,15,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,9,15,2,240.0,HYB_DA_RT_C2
999.9,1e-10,10,15,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,10,15,2,240.0,HYB_DA_RT_C2
999.9,1e-10,11,15,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,11,15,2,240.0,HYB_DA_RT_C2
999.9,1e-10,12,15,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,12,15,2,240.0,HYB_DA_RT_C2
999.9,1e-10,13,15,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,13,15,2,240.0,HYB_DA_RT_C2
999.9,1e-10,14,15,1,240.0,HYB_DA_RT_C2
1000,0.1000000001,14,15,2,240.0,HYB_DA_RT_C2
999.9,1e-10,15,15,1,240.0,HYB_DA_RT_C2
